name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
Barro,"Single-player,Shared/Split Screen PvP,Steam Cloud",750 79,SC Jogos,SC Jogos,87,2018,0.99,IndieCasualRacingTime AttackSingleplayerMultiplayerLocal MultiplayerSplit ScreenPvPSportsArcadeDrivingCartoonyCartoonOld School,https://store.steampowered.com/app/618140/Barro/?snr=1_7_7_230_150_395
SNOW,"Single-player,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Steam Cloud,Steam Leaderboards",11964 66,"Poppermost Productions, WastedStudios",Crytek,45,2019,0,SportsFree to PlayOpen WorldMultiplayerSimulationEarly AccessSnowIndieRealisticFirst-PersonSingleplayerVRAdventureSkiingActionControllerSnowboardingExplorationThird PersonFunny,https://store.steampowered.com/app/244930/SNOW/?snr=1_7_7_230_150_395
Worm.is: The Game,"Cross-Platform Multiplayer,In-App Purchases",4504 80,Freakinware Studios,Freakinware Studios,125,2016,0,Free to PlayMultiplayerCasualFunny2DStrategyActionOnline Co-OpCompetitiveCo-opArcadeIlluminati3D VisionFamily FriendlyFPSSimulationDifficultIndieFirst-PersonSingleplayer,https://store.steampowered.com/app/466910/Wormis_The_Game/?snr=1_7_7_230_150_395
Zup! Zero 2,Single-player,525 92,Quiet River,Quiet River,254,2018,0.99,IndieCasualPuzzlePhysicsSingleplayerMinimalistRelaxing2DCuteFast-Paced,https://store.steampowered.com/app/658550/Zup_Zero_2/?snr=1_7_7_230_150_395
My Name is Mayo,"Single-player,Steam Leaderboards",1955 83,Green Lava Studios,Green Lava Studios,46,2016,0.99,MemesClickerCasualFunnyComedyIndieSingleplayerStory RichSexual ContentSurvival Horror,https://store.steampowered.com/app/434260/My_Name_is_Mayo/?snr=1_7_7_230_150_396
American Fugitive,"Single-player,Steam Cloud",939 74,Fallen Tree Games Ltd,Curve Digital,141,2019,19.99,ActionAdventureOpen WorldIndieSandboxTop-DownCrimeTop-Down ShooterDrivingIsometricSingleplayerShooter,https://store.steampowered.com/app/934780/American_Fugitive/?snr=1_7_7_230_150_396
Boring Man - Online Tactical Stickman Combat,"Online PvP,Online Co-op,Includes level editor",4905 87,Spasman Games,Spasman Games,94,2014,0,Free to PlayActionMultiplayer2DShooterIndieFunnyMassively MultiplayerPlatformerParkourPixel GraphicsCo-opZombiesSingleplayerCasualAdventureViolentGoreComedyBlood,https://store.steampowered.com/app/346120/Boring_Man__Online_Tactical_Stickman_Combat/?snr=1_7_7_230_150_396
missed messages.,Single-player,9837 96,Angela He,Angela He,140,2019,0,Free to PlayVisual NovelLGBTQRomancePsychological HorrorFemale ProtagonistChoices MatterIndieEmotionalCasualSimulationGreat SoundtrackStory RichPsychologicalSingleplayerHorrorMemesAnimeAtmosphericSexual Content,https://store.steampowered.com/app/812810/missed_messages/?snr=1_7_7_230_150_397
Dead Maze,"MMO,Online PvP,Online Co-op,In-App Purchases",3604 73,Atelier 801,Atelier 801,44,2018,0,Free to PlaySurvivalZombiesMassively MultiplayerMultiplayerOpen WorldAction2DAdventureCo-opMMORPGOnline Co-OpPost-apocalypticCraftingLootIsometricCharacter CustomizationFightingCartoonyCartoon,https://store.steampowered.com/app/667890/Dead_Maze/?snr=1_7_7_230_150_399
Iron Snout,"Single-player,Stats,Steam Leaderboards",15864 98,SnoutUp,SnoutUp,27,2016,0,Free to Play2D FighterFunnyActionFightingGore2DIndieSingleplayerCartoonBloodSurvivalViolentFast-PacedCasualArcadeBeat 'em upCuteDifficultCo-op,https://store.steampowered.com/app/424280/Iron_Snout/?snr=1_7_7_230_150_399
Age of Conan: Unchained,MMO,1776 68,Funcom,Funcom,53,2013,0,Free to PlayMassively MultiplayerRPGActionAdventureMMORPGNudityMultiplayerOpen WorldMatureGoreFantasyCharacter CustomizationGreat SoundtrackSingleplayerSexual ContentFirst-Person,https://store.steampowered.com/app/217750/Age_of_Conan_Unchained/?snr=1_7_7_230_150_399
The Deed,Single-player,1533 90,"Pilgrim Adventures, GrabTheGames Studios",GrabTheGames,327,2015,0.99,RPGMakerAdventureRPGCrimeAtmosphericDetectiveIndieSingleplayerStory RichCasualChoices MatterMysteryShortVillain ProtagonistSimulation2DPixel GraphicsDarkHorrorComedy,https://store.steampowered.com/app/420740/The_Deed/?snr=1_7_7_230_150_399
Tomb Raider VI: The Angel of Darkness,Single-player,737 56,Core Design,Square Enix,333,2012,6.99,ActionAdventureFemale ProtagonistThird PersonSingleplayerAction-AdventurePlatformerAtmosphericThird-Person ShooterClassicShooter,https://store.steampowered.com/app/225020/Tomb_Raider_VI_The_Angel_of_Darkness/?snr=1_7_7_230_150_401
Next Day: Survival,"Single-player,Online PvP",8014 63,SOFF Games,Last Level,141,2018,9.99,SurvivalOpen WorldMultiplayerPost-apocalypticCraftingShooterActionCo-opRPGSingleplayerPvPAtmosphericSandboxAdventurePvEEarly AccessThird-Person ShooterIndieSimulationMMORPG,https://store.steampowered.com/app/519190/Next_Day_Survival/?snr=1_7_7_230_150_402
Deadlight,"Single-player,Steam Cloud",8565 79,"Tequila Works, S.L.",Xbox Game Studios,299,2012,14.99,ZombiesPlatformerIndieActionPost-apocalypticAdventureAtmosphericSide ScrollerSingleplayerParkour2DSurvivalHorror2.5DPuzzleGreat SoundtrackControllerShortStory RichNoir,https://store.steampowered.com/app/211400/Deadlight/?snr=1_7_7_230_150_403
Our End of the World,"Single-player,Steam Cloud",2749 78,"橘子班, 大好网",NVLMaker,306,2017,9.99,Sexual ContentDating SimNudityMultiple EndingsVisual NovelDramaAdventureAnimeIndieWord GameSimulationPost-apocalypticDarkPuzzleViolentHorror,https://store.steampowered.com/app/703700/Our_End_of_the_World/?snr=1_7_7_230_150_403
Zup! 4,Single-player,2293 89,Quiet River,Quiet River,51,2017,0.99,CasualIndiePuzzleMinimalist2DSingleplayerShortFast-PacedCute,https://store.steampowered.com/app/591420/Zup_4/?snr=1_7_7_230_150_404
VCB: Why City 4k,Single-player,510 83,KishMish Games,KishMish Games,109,2019,6.99,ViolentActionIndieSimulationRacingAdventureMemesOpen WorldFunnySingleplayerAtmosphericCasualExplorationRPGCartoonReplay ValueArcadeSurvivalDifficultExperimental,https://store.steampowered.com/app/1051810/VCB_Why_City_4k/?snr=1_7_7_230_150_404
BADLAND: Game of the Year Edition,"Single-player,Steam Cloud,Stats,Steam Leaderboards",1591 85,Frogmind,Frogmind,146,2015,9.99,AdventureIndieAction2DLocal Co-OpMultiplayerPlatformerCo-opPuzzleAtmosphericDifficultPuzzle PlatformerSide ScrollerCasualSingleplayerLocal Multiplayer4 Player LocalSurvival,https://store.steampowered.com/app/269670/BADLAND_Game_of_the_Year_Edition/?snr=1_7_7_230_150_404
Car Mechanic Simulator 2014,Single-player,3521 81,"PlayWay S.A., Red Dot Games",PlayWay S.A.,24,2014,6.99,Automobile SimSimulationSingleplayerEducationFirst-PersonRealisticPuzzleRacingStrategyIndieMultiplayerGreat SoundtrackCasualManagementRPGAdventure,https://store.steampowered.com/app/270850/Car_Mechanic_Simulator_2014/?snr=1_7_7_230_150_406
Hide and Shriek,"Online PvP,Stats",3192 82,Funcom,Funcom,299,2016,0,MultiplayerHorrorFree to PlayFirst-PersonActionCompetitiveFunnyAtmosphericPsychological HorrorThrillerMysteryPsychologicalStrategyMemesCo-opIlluminatiIndieVRAdventureOpen World,https://store.steampowered.com/app/480430/Hide_and_Shriek/?snr=1_7_7_230_150_406
The Backrooms Game FREE Edition,Single-player,1061 83,Pie On A Plate Productions,Pie On A Plate Productions,206,2019,0,Free to PlayHorrorPsychological HorrorIndieAdventureSimulationSingleplayerCasualWalking SimulatorAbstractSurvival HorrorDifficultGreat SoundtrackCult ClassicMultiplayerSoundtrackAtmosphericMemes,https://store.steampowered.com/app/1111210/The_Backrooms_Game_FREE_Edition/?snr=1_7_7_230_150_407
D'LIRIUM,"Single-player,Steam Workshop,Steam Cloud,Includes level editor",653 95,B52 Development Team,B52 Development Team,237,2017,3.99,HorrorIndiePsychological HorrorActionEarly AccessAdventureGoreDarkViolent2DSingleplayerShooterAtmosphericShortTop-Down ShooterExperimentalMouse onlyGameMakerClassicDrama,https://store.steampowered.com/app/670160/DLIRIUM/?snr=1_7_7_230_150_409
The Adventures of Fei Duanmu 端木斐异闻录,"Single-player,Steam Cloud",1455 92,致意,致意,68,2017,3.99,IndieAdventureVisual NovelDetectiveAnime,https://store.steampowered.com/app/593200/The_Adventures_of_Fei_Duanmu/?snr=1_7_7_230_150_409
Kelvin and the Infamous Machine,Single-player,529 88,Blyts,Blyts,203,2016,9.99,AdventureTime TravelPoint & ClickCrowdfundedHand-drawnIndieComedyPuzzleFamily FriendlyFunny2DCartoonySingleplayerThird PersonShortLinearMouse only,https://store.steampowered.com/app/376520/Kelvin_and_the_Infamous_Machine/?snr=1_7_7_230_150_411
Rise of Legions,"Single-player,Online PvP,Online Co-op,In-App Purchases",1462 82,Broken Games,Crunchy Leaf Games,242,2019,0,Free to PlayStrategyMultiplayerCard GameTower DefenseIndieRTSMOBACasualPvPSingleplayerReal Time TacticsFantasyActionTrading Card GameEarly AccessReplay Value,https://store.steampowered.com/app/748940/Rise_of_Legions/?snr=1_7_7_230_150_415
新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),"Single-player,Steam Cloud",899 45,SOFTSTAR TECHNOLOGY BEIJINGCOLTD, SOFTSTAR TECHNOLOGY BEIJINGCOLTD,202,2001,4.99,RPGClassicStory Rich,https://store.steampowered.com/app/695630/_Chinese_PaladinSword_and_Fairy/?snr=1_7_7_230_150_415
Scania Truck Driving Simulator,Single-player,997 77,SCS Software,SCS Software,164,2012,9.99,SimulationAutomobile SimDrivingIndieSingleplayerOpen WorldRealisticFirst-Person,https://store.steampowered.com/app/258760/Scania_Truck_Driving_Simulator/?snr=1_7_7_230_150_419
Crash Drive 2,"Single-player,Cross-Platform Multiplayer,Steam Cloud,Steam Leaderboards",647 87,M2H,M2H,148,2015,Check store page,RacingAutomobile SimActionCasualSimulationIndieMultiplayerDrivingOpen WorldFamily FriendlyCompetitiveControllerArcadeFunny,https://store.steampowered.com/app/343440/Crash_Drive_2/?snr=1_7_7_230_150_421
千面 Melancholy Love,"Single-player,Steam Cloud",643 98,白露社,PeriScope Game,3,2020,4.99,IndieCasualAdventureRPGSimulationLGBTQVisual NovelAnime,https://store.steampowered.com/app/1168470/_Melancholy_Love/?snr=1_7_7_230_150_421
Redeemer: Enhanced Edition,"Single-player,Shared/Split Screen Co-op,Steam Cloud",1432 83,Sobaka Studio,Good Shepherd Entertainment,213,2017,14.99,ActionTop-DownBeat 'em upIndieGoreFightingHack and SlashViolentMartial ArtsCo-opSpectacle fighterControllerTwin Stick ShooterFast-PacedShooterLocal Co-OpCharacter Action GameArena ShooterAction-AdventureSilent Protagonist,https://store.steampowered.com/app/447290/Redeemer_Enhanced_Edition/?snr=1_7_7_230_150_427
Angvik,Single-player,1689 89,Alastair John Jack,Alastair John Jack,55,2014,2.99,IndieActionPlatformerDifficult2DSingleplayerAdventureAction RoguelikeRoguelikePerma DeathSide ScrollerShort,https://store.steampowered.com/app/278890/Angvik/?snr=1_7_7_230_150_428
WT3,"Online PvP,Cross-Platform Multiplayer,In-App Purchases",8398 59,Rocketeer Games Studio,Rocketeer Games Studio,356,2015,0,ShooterFree to PlayFPSMultiplayerActionWarFirst-PersonTanksThird-Person ShooterSimulationOpen WorldSingleplayerPvPThird PersonIndieCo-opControllerEarly AccessCasualAdventure,https://store.steampowered.com/app/298240/WT3/?snr=1_7_7_230_150_428
Run!ZombieFood!,Single-player,597 79,VirusSea,VirusSea,211,2017,3.99,StrategyCasualAdventureIndieViolentGoreZombiesSurvival,https://store.steampowered.com/app/671800/RunZombieFood/?snr=1_7_7_230_150_429
符文女孩/Rune Girl,"Single-player,Steam Cloud",1116 71,ADOG,DSGame,179,2019,0.99,Sexual ContentNudityCasualIndieAdventureRPGAnimeMatureHentai,https://store.steampowered.com/app/1083210/Rune_Girl/?snr=1_7_7_230_150_430
Soul Gambler,"Single-player,Steam Cloud",2007 87,Ilex Games,Gamestorming,213,2013,2.99,Visual NovelAdventureRPGIndieChoices MatterSingleplayerMultiple EndingsPoint & ClickShortStory Rich,https://store.steampowered.com/app/313020/Soul_Gambler/?snr=1_7_7_230_150_432
Enemy Front,Single-player,2520 62,CI Games,CI Games,161,2014,19.99,ActionFPSWorld War IIShooterSingleplayerMultiplayerStealthWarFirst-PersonOpen WorldAdventureMilitarySimulationAtmosphericTacticalSurvivalHistoricalCo-opGoreGreat Soundtrack,https://store.steampowered.com/app/256190/Enemy_Front/?snr=1_7_7_230_150_434
Insanity Clicker,"Single-player,Online PvP,In-App Purchases,Steam Cloud",2503 67,PlayFlock,PlayFlock,159,2016,0,Free to PlayClickerHorrorCasualAdventureRPGIndieSimulationStrategyNudityActionMultiplayerGoreSingleplayerPsychological HorrorFemale ProtagonistZombiesSexual ContentCo-opMemes,https://store.steampowered.com/app/393530/Insanity_Clicker/?snr=1_7_7_230_150_434
人间 The Lost We Lost,"Single-player,Steam Cloud",1248 95,白露社,PeriScope Game,120,2019,3.99,SimulationNudityCasualIndieAdventureVisual NovelAnime,https://store.steampowered.com/app/1057680/_The_Lost_We_Lost/?snr=1_7_7_230_150_435
AdVenture Communist,"Single-player,In-App Purchases",4033 67,Hyper Hippo Games,Hyper Hippo Games,223,2016,0,Free to PlayClickerCasualSingleplayerEarly AccessSimulationIndieStrategyFunnyMemesFamily FriendlyGreat SoundtrackAdventureCapitalismIdler,https://store.steampowered.com/app/462930/AdVenture_Communist/?snr=1_7_7_230_150_435
BlackShot: Mercenary Warfare FPS,"MMO,In-App Purchases",2732 53,Vertigo Games America,Papaya Play,152,2016,0,Free to PlayFPSActionShooterMultiplayerCasualFirst-PersonOnline Co-OpMassively MultiplayerZombiesSingleplayerPost-apocalypticFunnyOpen WorldWarCo-opHorrorControllerSexual ContentIndie,https://store.steampowered.com/app/433350/BlackShot_Mercenary_Warfare_FPS/?snr=1_7_7_230_150_436
Out There Somewhere,"Single-player,Steam Cloud,Stats",6052 92,MiniBoss,Senpai Studios,74,2016,0.99,PlatformerPixel GraphicsIndieAdventurePuzzle2DGreat SoundtrackRetroActionSci-fiSingleplayerPuzzle PlatformerShortAnimeDifficultMetroidvaniaSpaceShoot 'Em UpShooterArcade,https://store.steampowered.com/app/263980/Out_There_Somewhere/?snr=1_7_7_230_150_438
Journey of a Roach,"Single-player,Steam Cloud",1023 88,"Koboldgames, Daedalic Entertainment",Daedalic Entertainment,308,2013,6.99,AdventureIndiePoint & ClickPuzzleComedySingleplayerShortPost-apocalypticCasualControllerCuteFunny,https://store.steampowered.com/app/255300/Journey_of_a_Roach/?snr=1_7_7_230_150_439
Valgrave: Immortal Plains,"Online PvP,Online Co-op,In-App Purchases,Stats,Steam Leaderboards",763 82,Edenic Era LLC,Edenic Era LLC,38,2020,0,Free to PlayBattle RoyaleMassively MultiplayerActionIndieStrategyMultiplayerEarly AccessMagicThird PersonExperimentalReplay Value3D FighterPvPRPGCasualFightingArcadeThird-Person Shooter3D,https://store.steampowered.com/app/1076500/Valgrave_Immortal_Plains/?snr=1_7_7_230_150_440
The Swords of Ditto: Mormo's Curse,"Single-player,Shared/Split Screen PvP,Shared/Split Screen Co-op,Steam Cloud",1472 59,onebitbeyond,Devolver Digital,114,2018,14.99,Action RoguelikeAdventureRPGActionIndieLocal Co-OpRoguelikeCo-opRogueliteCute2DMultiplayerHand-drawnTop-DownCartoonLocal MultiplayerCasualSingleplayerCartoonyFantasy,https://store.steampowered.com/app/619780/The_Swords_of_Ditto_Mormos_Curse/?snr=1_7_7_230_150_441
OLDTV,Single-player,5076 94,Creability,Creability,195,2017,0,Free to PlayGreat SoundtrackFast-PacedIndieDifficultSingleplayerPuzzleCasualPsychological HorrorAtmosphericArcadePsychedelicIlluminati2DMemesRetroMultiplayer,https://store.steampowered.com/app/643270/OLDTV/?snr=1_7_7_230_150_441
The Bridge,"Single-player,Steam Cloud",2814 89,"Ty Taylor and Mario Castañeda, The Quantum Astrophysicists Guild",The Quantum Astrophysicists Guild,53,2013,9.99,PuzzleIndieCasualSurrealPlatformerHand-drawnSingleplayerStrategy2DAtmosphericPhysicsDifficultLogicBeautifulPuzzle PlatformerAbstractControllerGreat SoundtrackAdventureSide Scroller,https://store.steampowered.com/app/204240/The_Bridge/?snr=1_7_7_230_150_443
Submerged,"Single-player,Steam Cloud",3358 74,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,215,2015,19.99,ExplorationAdventureFemale ProtagonistOpen WorldPost-apocalypticIndieRelaxingAtmosphericParkourMysteryColorfulFamily FriendlySingleplayerThird PersonWalking SimulatorNatureBeautifulCasualGreat SoundtrackSurvival,https://store.steampowered.com/app/301860/Submerged/?snr=1_7_7_230_150_443
Drift Streets Japan,Single-player,2547 65,JDM4iK,JDM4iK,355,2015,1.99,RacingAutomobile SimSimulationDrivingMultiplayerSportsMassively MultiplayerIndieActionArcadeOpen World,https://store.steampowered.com/app/412880/Drift_Streets_Japan/?snr=1_7_7_230_150_444
Zombie Defense,"Single-player,In-App Purchases,Steam Cloud",1757 82,Home Net Games,Home Net Games,274,2016,0,Free to PlayZombiesTower DefenseStrategySurvivalMultiplayerActionCasualIndieSingleplayerHorrorShooterRTSCo-opTop-Down,https://store.steampowered.com/app/533780/Zombie_Defense/?snr=1_7_7_230_150_444
Dreamscaper: Prologue,"Single-player,Steam Cloud",1878 91,Afterburner Studios, Afterburner Studios,99,2020,0,ActionIndieRPGFree to PlayAction RoguelikeHack and SlashRogueliteThird PersonDungeon CrawlerSingleplayerAction RPGGreat SoundtrackReplay ValueRoguelikeControllerSouls-likeCharacter CustomizationOnline Co-OpCrafting,https://store.steampowered.com/app/1253950/Dreamscaper_Prologue/?snr=1_7_7_230_150_445
懒人修仙传,Single-player,899 66,托更的修罗,托更的修罗,319,2018,3.99,CasualSimulationIndieRPGWord Game,https://store.steampowered.com/app/892420/_/?snr=1_7_7_230_150_446
Painkiller Overdose,Single-player,527 73,Mindware Studios,Deep Silver,303,2007,4.99,ActionFPSShooterHorrorGoreMultiplayerSingleplayerFirst-Person,https://store.steampowered.com/app/3270/Painkiller_Overdose/?snr=1_7_7_230_150_446
Zero-K,"Single-player,Online PvP,Online Co-op,Cross-Platform Multiplayer,Steam Cloud",1879 93,Zero-K Team,Zero-K Team,117,2018,0,StrategyFree to PlayRTSIndieSimulationMultiplayerReal-TimeSingleplayerCo-opOnline Co-OpRobotsSci-fi,https://store.steampowered.com/app/334920/ZeroK/?snr=1_7_7_230_150_447
Hell Wedding 夜嫁,Single-player,889 89,Phoenix Game Studio,Ggame Studio,153,2020,0,IndieHorrorVisual NovelFree to Play,https://store.steampowered.com/app/934580/Hell_Wedding/?snr=1_7_7_230_150_448
Just Fishing,"Single-player,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Steam Leaderboards",831 76,Just Fishing LLC,Just Fishing LLC,349,2017,0,Free to PlayFishingSimulationMassively MultiplayerSportsMultiplayerAtmosphericCasualActionAdventureOnline Co-OpSingleplayerRelaxingFirst-PersonFamily FriendlyAsynchronous MultiplayerExplorationMMORPGReplay ValuePsychological Horror,https://store.steampowered.com/app/703950/Just_Fishing/?snr=1_7_7_230_150_450
The Lion's Song: Episode 1 - Silence,"Single-player,Stats",1934 93,Mi'pu'mi Games GmbH,Mi'pu'mi Games GmbH,189,2016,0,IndieAdventurePixel GraphicsPoint & ClickChoices MatterStory RichEpisodicGreat SoundtrackFree to PlayFemale ProtagonistVisual NovelAtmosphericMusicSingleplayerCasual2D,https://store.steampowered.com/app/437160/The_Lions_Song_Episode_1__Silence/?snr=1_7_7_230_150_452
Istrolid,"Single-player,Online PvP,Online Co-op,Cross-Platform Multiplayer",2468 87,treeform,treeform,127,2016,0,Free to PlayStrategyBuildingSpaceMultiplayerIndieRTSSci-fiSandbox2DSingleplayerPixel GraphicsCraftingCo-opAction,https://store.steampowered.com/app/449140/Istrolid/?snr=1_7_7_230_150_453
