name,categories,all_reviews,developer,publisher,day,year,price,popu_tags,url
Totally Accurate Battle Simulator,Single-player,38292 97,Landfall,Landfall,91,2019,14.99,SimulationFunnySandboxWarStrategySingleplayerActionPhysicsComedyMedievalIndieCasualMemesAdventureRealisticDifficultEarly AccessFighting1980sFamily Friendly,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator/?snr=1_7_7_230_150_10
The Elder Scrolls IV: Oblivion® Game of the Year Edition,"Single-player,Steam Cloud",20034 95,Bethesda Game Studios,Bethesda Softworks,254,2007,14.99,RPGOpen WorldFantasySingleplayerModdableFirst-PersonAdventureExplorationGreat SoundtrackActionMagicCharacter CustomizationStory RichAtmosphericSandboxMedievalClassicAction RPGThird PersonDark Fantasy,https://store.steampowered.com/app/22330/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition/?snr=1_7_7_230_150_10
Killing Floor 2,"Single-player,Online PvP,Online Co-op,Steam Workshop,In-App Purchases,Includes level editor",63284 88,Tripwire Interactive,Tripwire Interactive,323,2016,9.89,ZombiesCo-opGoreFPSSurvivalMultiplayerActionOnline Co-OpHorrorShooterFirst-PersonTeam-BasedSurvival HorrorGreat SoundtrackAtmosphericDifficultSingleplayerEarly AccessIndieBlood,https://store.steampowered.com/app/232090/Killing_Floor_2/?snr=1_7_7_230_150_10
Arizona Sunshine®,"Single-player,Online PvP,Online Co-op",4963 83,"Vertigo Games, Jaywalkers Interactive",Vertigo Games,341,2016,39.99,ActionVRZombiesCo-op CampaignAdventureHorrorMultiplayerSurvivalOnline Co-OpFPSGoreShooterFirst-PersonSurvival HorrorIndieCo-opOpen WorldViolentSingleplayerPost-apocalyptic,https://store.steampowered.com/app/342180/Arizona_Sunshine/?snr=1_7_7_230_150_10
Idle Champions of the Forgotten Realms,"Single-player,In-App Purchases",6710 82,Codename Entertainment Inc.,Codename Entertainment Inc.,85,2020,0,IdlerClickerFree to PlayDungeons & DragonsStrategyAdventureEarly AccessIndieActionFantasySingleplayerCasualRPGMultiplayer2DDungeon CrawlerLootMagic,https://store.steampowered.com/app/627690/Idle_Champions_of_the_Forgotten_Realms/?snr=1_7_7_230_150_10
Rogue Legacy 2,Single-player,1281 80,Cellar Door Games,Cellar Door Games,231,2020,19.99,MetroidvaniaIndieActionRogueliteRoguelikePlatformerAdventureRPGArcadeEarly AccessDifficultAction RoguelikeRoguevania2DSingleplayer,https://store.steampowered.com/app/1253920/Rogue_Legacy_2/?snr=1_7_7_230_150_10
Town of Salem,"Cross-Platform Multiplayer,In-App Purchases,Steam Cloud",24056 89,BlankMediaGames,BlankMediaGames,349,2014,4.99,MultiplayerStrategyMysteryIndieRPGCasualWerewolvesFunnyGreat SoundtrackSurvivalCo-opSocial DeductionTacticalBoard GameMassively Multiplayer2DMemesComedyFamily FriendlyAction,https://store.steampowered.com/app/334230/Town_of_Salem/?snr=1_7_7_230_150_10
ACE COMBAT™ 7: SKIES UNKNOWN,"Single-player,Online PvP,Steam Cloud",11912 84,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,31,2019,59.99,FlightActionGreat SoundtrackStory RichSingleplayerArcadeMultiplayerMilitarySimulationJetWarControllerShooterFirst-PersonSilent ProtagonistVRSci-fiThird PersonAnimeStrategy,https://store.steampowered.com/app/502500/ACE_COMBAT_7_SKIES_UNKNOWN/?snr=1_7_7_230_150_10
ARK: Genesis Season Pass,"Single-player,MMO,Online PvP,Online Co-op,Downloadable Content,Steam Workshop,Steam Cloud,Includes level editor",2746 51,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Snail Games USA,220,2019,34.99,AdventureMassively MultiplayerActionRPGIndieSurvivalOpen WorldDinosaursViolentMultiplayerSingleplayerBase BuildingCraftingSandboxBuildingSci-fi,https://store.steampowered.com/app/1113410/ARK_Genesis_Season_Pass/?snr=1_7_7_230_150_10
XCOM® 2,"Single-player,Cross-Platform Multiplayer,Steam Workshop,Steam Cloud",40024 85,"Firaxis Games, Feral Interactive",2K,35,2016,59.99,StrategyTurn-BasedTacticalTurn-Based StrategyAliensTurn-Based TacticsSci-fiCharacter CustomizationSingleplayerDifficultMultiplayerModdableRPGPerma DeathFuturisticActionAtmosphericGreat SoundtrackCo-opOpen World,https://store.steampowered.com/app/268500/XCOM_2/?snr=1_7_7_230_150_10
War Robots,"Online PvP,In-App Purchases",5244 56,Pixonic,Pixonic,95,2018,0,Free to PlayActionRobotsMultiplayerShooterMechsFPSPvPMassively MultiplayerFirst-PersonControllerWarThird-Person ShooterThird PersonCo-opSingleplayerStrategy,https://store.steampowered.com/app/767560/War_Robots/?snr=1_7_7_230_150_10
Battlefield 4™,"Single-player,Online PvP",4175 81,DICE,Electronic Arts,302,2013,Check store page,MultiplayerFPSActionShooterFirst-PersonSingleplayerMilitaryWarPvPViolentMassively Multiplayer,https://store.steampowered.com/app/1238860/Battlefield_4/?snr=1_7_7_230_150_10
Deadside,"Online PvP,Online Co-op",11923 79,Bad Pixel,Bad Pixel,105,2020,19.99,SurvivalOpen WorldMassively MultiplayerActionMultiplayerAdventureOpen World Survival CraftCraftingIndieEarly AccessPost-apocalypticBase BuildingPvPGoreViolentFPSShooterFirst-PersonRealisticSingleplayer,https://store.steampowered.com/app/895400/Deadside/?snr=1_7_7_230_150_10
Ori and the Will of the Wisps,"Single-player,Steam Cloud",33923 95,Moon Studios GmbH,Xbox Game Studios,70,2020,29.99,ActionMetroidvaniaBeautifulGreat SoundtrackPlatformerSingleplayerAtmosphericAdventureStory RichCuteExplorationAction-AdventurePuzzleDifficultEmotionalIndieFantasyOpen World2DSouls-like,https://store.steampowered.com/app/1057090/Ori_and_the_Will_of_the_Wisps/?snr=1_7_7_230_150_11
Ancestors: The Humankind Odyssey,"Single-player,Steam Cloud",1591 77,Panache Digital Games,Private Division,240,2020,39.99,Open World Survival CraftExplorationAdventureOpen WorldSurvivalSingleplayerActionRPGSimulationAtmosphericCraftingImmersive SimThird PersonChoices MatterIndieHistoricalNatureAction-AdventurePvEScience,https://store.steampowered.com/app/536270/Ancestors_The_Humankind_Odyssey/?snr=1_7_7_230_150_11
Undertale,Single-player,117372 96,tobyfox,tobyfox,258,2015,9.99,Great SoundtrackStory RichChoices MatterFunnyMultiple EndingsPixel GraphicsRPGSingleplayerIndieComedy2DReplay ValueCuteBullet HellMemesRetroDarkPsychological HorrorDating SimHorror,https://store.steampowered.com/app/391540/Undertale/?snr=1_7_7_230_150_11
Pacify,"Single-player,Online PvP,Online Co-op,Cross-Platform Multiplayer,Steam Cloud,Steam Leaderboards",10636 89,Shawn Hitchcock,Hitchcock Games,53,2019,4.99,HorrorMultiplayerCo-opSurvival HorrorThrillerPsychological HorrorOnline Co-OpActionIndieAdventureSingleplayerFunnyDarkFirst-PersonStrategyCasualGorePvPPuzzleAtmospheric,https://store.steampowered.com/app/967050/Pacify/?snr=1_7_7_230_150_11
The Sims™ 3,Single-player,19764 84,The Sims Studio,Electronic Arts,153,2009,Check store page,Life SimSimulationCharacter CustomizationSandboxBuildingSingleplayerCasualFunnyModdableRPGRomanceFamily FriendlyComedyAdventureMultiplayerReplay ValueNudityGreat SoundtrackStrategyAction,https://store.steampowered.com/app/47890/The_Sims_3/?snr=1_7_7_230_150_11
The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,"Single-player,Steam Cloud",20034 95,Bethesda Game Studios®,Bethesda Softworks,167,2009,19.99,RPGOpen WorldFantasySingleplayerModdableFirst-PersonAdventureExplorationGreat SoundtrackActionMagicCharacter CustomizationStory RichAtmosphericSandboxMedievalClassicAction RPGThird PersonDark Fantasy,https://store.steampowered.com/app/900883/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition_Deluxe/?snr=1_7_7_230_150_11
Darksiders III,"Single-player,Steam Cloud",6516 75,Gunfire Games,THQ Nordic,331,2018,59.99,Hack and SlashActionFemale ProtagonistAdventureSingleplayerRPGAction-AdventureViolentOpen WorldThird PersonStory RichAtmosphericSouls-likeDark FantasyPost-apocalypticPuzzleGoreFantasyDarkDifficult,https://store.steampowered.com/app/606280/Darksiders_III/?snr=1_7_7_230_150_11
Human: Fall Flat,"Single-player,Online PvP,Shared/Split Screen Co-op,Steam Workshop,Steam Cloud,Stats",84543 93,No Brakes Games,Curve Digital,204,2016,14.99,FunnyMultiplayerCo-opPuzzlePhysicsAdventureIndieLocal Co-OpComedyParkourLocal MultiplayerPuzzle PlatformerSandboxOpen WorldCasualSingleplayer3D PlatformerSplit ScreenSimulationSurvival,https://store.steampowered.com/app/477160/Human_Fall_Flat/?snr=1_7_7_230_150_11
Call of Duty: World at War,Single-player,26286 93,Treyarch,Activision,323,2008,19.99,ZombiesWorld War IIFPSMultiplayerActionShooterCo-opModdableFirst-PersonSingleplayerWarOnline Co-OpGoreHistoricalClassicSurvivalGreat SoundtrackTanksAdventureHorror,https://store.steampowered.com/app/10090/Call_of_Duty_World_at_War/?snr=1_7_7_230_150_11
DRAGON BALL Z: KAKAROT,"Single-player,Steam Cloud",12313 92,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,16,2020,59.99,ActionRPGAnimeFightingOpen WorldSingleplayerStory RichMultiplayerAdventureJRPGGreat SoundtrackControllerAction RPGFantasyBeat 'em upDragonsDifficultAtmosphericFPSSurvival,https://store.steampowered.com/app/851850/DRAGON_BALL_Z_KAKAROT/?snr=1_7_7_230_150_11
Wizard101,"MMO,Online PvP,In-App Purchases",2442 78,KingsIsle Entertainment,KingsIsle Entertainment,246,2008,0,Massively MultiplayerRPGMagicCard GameFree to PlayMMORPGFamily FriendlyTurn-BasedStrategyMultiplayerFantasyAdventureTurn-Based CombatOnline Co-OpStory RichCo-opCard BattlerTurn-Based TacticsCartoonFunny,https://store.steampowered.com/app/799960/Wizard101/?snr=1_7_7_230_150_11
Monster Train,"Single-player,Online PvP,Steam Cloud",8428 96,Shiny Shoe,Good Shepherd Entertainment,142,2020,24.99,Card BattlerDeckbuildingRogueliteCard GameDifficultRoguelikePvPStrategyTurn-Based CombatRPGTurn-Based TacticsChoices MatterProcedural GenerationColorfulTower DefenseFantasyTrainsRoguelike DeckbuilderMultiplayerSingleplayer,https://store.steampowered.com/app/1102190/Monster_Train/?snr=1_7_7_230_150_11
Mortal Kombat 11,"Single-player,Online PvP,Shared/Split Screen PvP,In-App Purchases,Steam Cloud",25436 82,"NetherRealm Studios, QLOC, Shiver",Warner Bros Interactive Entertainment,113,2019,49.99,FightingGoreViolentBloodActionMultiplayer2D FighterMatureCompetitiveSingleplayerCharacter CustomizationLocal MultiplayerStory RichAtmosphericGreat SoundtrackArcade2.5DSexual ContentHorrorCute,https://store.steampowered.com/app/976310/Mortal_Kombat11/?snr=1_7_7_230_150_11
Rocksmith® 2014 Edition - Remastered,"Single-player,In-App Purchases,Steam Cloud,Steam Leaderboards",7852 91,Ubisoft - San Francisco,Ubisoft,278,2016,29.99,MusicEducationSimulationRhythmGreat SoundtrackCasualLocal Co-OpSingleplayerCo-op,https://store.steampowered.com/app/221680/Rocksmith_2014_Edition__Remastered/?snr=1_7_7_230_150_11
Rising Storm 2: Vietnam,"Online PvP,Steam Workshop,In-App Purchases,Stats,Includes level editor",27191 85,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,150,2017,24.99,FPSWarRealisticMultiplayerMilitaryShooterTacticalActionFirst-PersonHistoricalTeam-BasedSimulationAtmosphericGoreCold WarMassively MultiplayerStrategyViolentSingleplayerIndie,https://store.steampowered.com/app/418460/Rising_Storm_2_Vietnam/?snr=1_7_7_230_150_11
Company of Heroes 2,"Single-player,Online PvP,Online Co-op,Steam Workshop,Steam Cloud,Stats",41980 79,"Relic Entertainment, Feral Interactive",SEGA,176,2013,Check store page,StrategyWorld War IIRTSMultiplayerTacticalHistoricalWarMilitarySingleplayerCo-opOnline Co-OpTanksActionReal-TimeBase BuildingReal-Time with PauseAtmosphericSimulationGreat SoundtrackAdventure,https://store.steampowered.com/app/231430/Company_of_Heroes_2/?snr=1_7_7_230_150_11
UNO,"Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op",18822 72,Ubisoft Entertainment,Ubisoft Entertainment,343,2016,Check store page,Card GameTabletopMultiplayerCasualBoard GameFamily FriendlyFunnyStrategyCo-opOnline Co-OpSingleplayerClassicReplay ValueTeam-BasedLocal MultiplayerCult ClassicCrimeAction,https://store.steampowered.com/app/470220/UNO/?snr=1_7_7_230_150_11
Overcooked! 2,"Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op,Steam Cloud",16431 89,"Ghost Town Games Ltd., Team17 Digital Ltd",Team17 Digital Ltd,219,2018,24.99,MultiplayerOnline Co-OpLocal Co-OpCasualCo-opFunnyIndieAction4 Player LocalFamily FriendlyLocal MultiplayerControllerCuteComedySingleplayerSimulationDifficultColorfulStrategyGreat Soundtrack,https://store.steampowered.com/app/728880/Overcooked_2/?snr=1_7_7_230_150_11
Crush Crush,"Single-player,In-App Purchases,Stats,Steam Leaderboards",14449 90,Sad Panda Studios,Sad Panda Studios,134,2016,0,Free to PlaySexual ContentNudityAnimeDating SimClickerMatureCuteSingleplayerCasualRomanceFunnyVisual NovelHentaiComedyMemesIndieFemale ProtagonistResource ManagementStrategy,https://store.steampowered.com/app/459820/Crush_Crush/?snr=1_7_7_230_150_11
Dead Cells,"Single-player,Steam Workshop,Steam Cloud",51277 96,Motion Twin,Motion Twin,218,2018,24.99,RoguevaniaSouls-likePixel GraphicsRoguelikeMetroidvaniaAction Roguelike2DActionDifficultRogueliteHack and SlashReplay ValuePlatformerIndieSingleplayerProcedural GenerationGreat SoundtrackSide ScrollerAdventurePerma Death,https://store.steampowered.com/app/588650/Dead_Cells/?snr=1_7_7_230_150_11
Call of Duty®: Black Ops III - Zombies Chronicles,"Single-player,Downloadable Content,Steam Workshop,Steam Leaderboards",1085 90,"Treyarch, Aspyr",Activision,166,2017,29.99,ZombiesFPSActionShooterAdventureCo-opSurvivalViolentStory RichMultiplayerHorrorSingleplayerGore,https://store.steampowered.com/app/581450/Call_of_Duty_Black_Ops_III__Zombies_Chronicles/?snr=1_7_7_230_150_11
Saints Row: The Third,"Single-player,Steam Cloud",38392 95,Volition,Deep Silver,318,2011,9.99,Open WorldActionComedyCo-opThird-Person ShooterFunnySandboxThird PersonCharacter CustomizationOnline Co-OpSingleplayerGreat SoundtrackShooterMultiplayerCrimeFemale ProtagonistAdventureSatireRPGZombies,https://store.steampowered.com/app/55230/Saints_Row_The_Third/?snr=1_7_7_230_150_12
Endzone - A World Apart,"Single-player,Steam Cloud",1725 76,Gentlymad Studios,Assemble Entertainment,93,2020,23.99,StrategyCity BuilderSimulationSurvivalIndiePost-apocalypticBase BuildingBuildingSandboxEarly AccessColony SimSingleplayerManagementResource ManagementEconomyProcedural GenerationDifficultReal-TimeRealisticAtmospheric,https://store.steampowered.com/app/933820/Endzone__A_World_Apart/?snr=1_7_7_230_150_12
Outer Wilds,"Single-player,Steam Cloud",8349 94,Mobius Digital,Annapurna Interactive,170,2020,24.99,SpaceExplorationAdventureMysteryPuzzleStory RichAtmosphericIndieGreat SoundtrackOpen WorldSingleplayerSci-fiFirst-PersonActionSimulationBeautifulEpicHorror3DMultiplayer,https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_230_150_12
Slay the Spire,"Single-player,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards",67160 97,Mega Crit Games,Mega Crit Games,23,2019,24.99,Roguelike DeckbuilderCard BattlerCard GameRoguelikeDeckbuildingTurn-BasedStrategySingleplayerRogueliteReplay ValueIndieDifficultDungeon CrawlerRPGMouse onlyGreat Soundtrack2DFantasyProcedural GenerationCasual,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_230_150_12
The Walking Dead: Saints & Sinners,"Single-player,Steam Cloud",3134 89,Skydance Interactive,Skydance Interactive,23,2020,39.99,ActionAdventureVRRPGIndieSimulationStrategyZombiesHorrorSurvivalGoreViolentOpen WorldSingleplayerSurvival HorrorFirst-PersonFPSMultiplayerChoices MatterShooter,https://store.steampowered.com/app/916840/The_Walking_Dead_Saints__Sinners/?snr=1_7_7_230_150_12
Project CARS 3,"Single-player,Online PvP,Steam Cloud",778 52,Slightly Mad Studios,BANDAI NAMCO Entertainment,240,2020,59.99,RacingArcadeActionSportsFirst-PersonAutomobile SimSimulationThird PersonImmersive Sim3D VisionRealisticAtmosphericModernPvPDrivingPhysicsMultiplayerSingleplayerVRAsynchronous Multiplayer,https://store.steampowered.com/app/958400/Project_CARS_3/?snr=1_7_7_230_150_12
Cooking Simulator,"Single-player,Steam Cloud",6796 82,Big Cheese Studio,PlayWay S.A.,157,2019,12.99,SimulationRealisticSingleplayerSandboxFunnyPhysicsFirst-PersonFamily FriendlyManagementRelaxingCraftingComedyEconomyResource ManagementActionMemesReplay ValueCo-opFemale ProtagonistFree to Play,https://store.steampowered.com/app/641320/Cooking_Simulator/?snr=1_7_7_230_150_12
Darkest Dungeon®,"Single-player,Steam Cloud",69971 89,Red Hook Studios,Red Hook Studios,19,2016,24.99,Turn-Based CombatDark FantasyDungeon CrawlerRPGRoguelikeLovecraftianDifficultTurn-BasedSingleplayerPerma DeathStrategyAtmosphericDarkIndie2DRogueliteHorrorFantasyGothicKickstarter,https://store.steampowered.com/app/262060/Darkest_Dungeon/?snr=1_7_7_230_150_12
Oxygen Not Included,Single-player,49257 96,Klei Entertainment,Klei Entertainment,211,2019,24.99,Colony SimBase BuildingSurvivalResource ManagementBuildingSingleplayerSimulationManagement2DSandboxStrategySpaceIndieSci-fiExplorationEarly AccessOpen WorldDifficultAdventureSpace Sim,https://store.steampowered.com/app/457140/Oxygen_Not_Included/?snr=1_7_7_230_150_12
Tell Me Why,"Single-player,Captions available,Steam Cloud",819 90,DONTNOD Entertainment,Xbox Game Studios ,240,2020,29.99,Choices MatterAdventureEpisodicStory RichLGBTQExplorationChoose Your Own AdventureWalking SimulatorAction-AdventureCinematicAtmosphericThird PersonEmotionalDramaDynamic NarrationMysteryConversationMultiple EndingsSingleplayerBeautiful,https://store.steampowered.com/app/1180660/Tell_Me_Why/?snr=1_7_7_230_150_12
For The King,"Single-player,Online PvP,Shared/Split Screen PvP,Online Co-op,Shared/Split Screen Co-op,Steam Cloud",10909 87,IronOak Games,Curve Digital,109,2018,19.99,RPGTurn-Based CombatTabletopOnline Co-OpAdventureCo-opStrategyMultiplayerTurn-BasedRoguelikeIndieTurn-Based StrategyRogueliteParty-Based RPGBoard GameFantasyStrategy RPGHex GridLocal Co-OpDifficult,https://store.steampowered.com/app/527230/For_The_King/?snr=1_7_7_230_150_12
Cuphead,"Single-player,Shared/Split Screen Co-op,Steam Cloud",54712 96,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,272,2017,19.99,DifficultCartoonPlatformerGreat SoundtrackCo-opHand-drawnLocal Co-Op2DIndieRetroCartoonyMultiplayerActionBullet HellShoot 'Em UpSide ScrollerColorfulSingleplayerFunnyAtmospheric,https://store.steampowered.com/app/268910/Cuphead/?snr=1_7_7_230_150_12
Othercide,"Single-player,Steam Cloud",1108 81,Lightbulb Crew,Focus Home Interactive,209,2020,34.99,StrategyIndieTurn-Based TacticsTurn-Based CombatTurn-BasedTacticalRogueliteDark FantasyFemale ProtagonistHorrorTurn-Based StrategyDarkRoguelikeDifficultGothicSingleplayerUnforgivingPerma DeathAtmosphericGreat Soundtrack,https://store.steampowered.com/app/798490/Othercide/?snr=1_7_7_230_150_12
Devil May Cry 5,"Single-player,Online Co-op,Steam Cloud",27723 92,CAPCOM Co.,CAPCOM Co.,66,2019,"Buy Devil May Cry 5 (with Red Orbs)Includes 2 items:Devil May Cry 5, Devil May Cry 5 - 100000 Red OrbsBundle info$24.99Add to CartAdd to Account",ActionHack and SlashGreat SoundtrackDemonsCharacter Action GameSpectacle fighterThird PersonSingleplayerViolentClassicStylizedGoreStory RichMultiplayerDifficultNudityControllerAdventureAnimeCo-op,https://store.steampowered.com/app/601150/Devil_May_Cry_5/?snr=1_7_7_230_150_12
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"Single-player,Shared/Split Screen PvP,Steam Cloud,Steam Leaderboards",26106 87,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,35,2016,29.99,AnimeFightingActionNinjaMultiplayerAdventureStory RichSingleplayerLocal MultiplayerGreat SoundtrackThird PersonFantasyAtmosphericOpen WorldOnline Co-OpCo-opBeat 'em upLocal Co-OpMemesHeist,https://store.steampowered.com/app/349040/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_4/?snr=1_7_7_230_150_12
Out of the Park Baseball 21,"Single-player,MMO,Cross-Platform Multiplayer,Steam Workshop,In-App Purchases",978 91,Out of the Park Developments,Out of the Park Developments,80,2020,19.99,SportsSimulationStrategyIndieManagementBaseball,https://store.steampowered.com/app/1087280/Out_of_the_Park_Baseball_21/?snr=1_7_7_230_150_12
Stick Fight: The Game,"Online PvP,Shared/Split Screen PvP",47820 92,Landfall West,Landfall,271,2017,4.99,MultiplayerFunnyFightingActionLocal Multiplayer2D Fighter4 Player LocalPvP2DCasualPhysicsIndieShooterOnline Co-OpLocal Co-OpControllerCo-opGreat SoundtrackSplit ScreenStrategy,https://store.steampowered.com/app/674940/Stick_Fight_The_Game/?snr=1_7_7_230_150_12
The Elder Scrolls V: Skyrim VR,Single-player,3831 77,Bethesda Game Studios,Bethesda Softworks,92,2018,59.99,Open WorldRPGVRSingleplayerAdventureFantasyMagicMemesActionFirst-PersonDragonsGreat SoundtrackExplorationModdableStory RichCharacter CustomizationSexual ContentAtmosphericStealthWalking Simulator,https://store.steampowered.com/app/611670/The_Elder_Scrolls_V_Skyrim_VR/?snr=1_7_7_230_150_12
Street Fighter V,"Single-player,Cross-Platform Multiplayer",15427 63,Capcom,Capcom,46,2016,19.99,FightingActionMultiplayer2D FighterCompetitiveArcadeLocal MultiplayereSportsAnime2.5DControllerGreat SoundtrackSingleplayerClassic2DEarly AccessFemale ProtagonistNudityFunnyMemes,https://store.steampowered.com/app/310950/Street_Fighter_V/?snr=1_7_7_230_150_13
FaceRig,Steam Workshop,5727 83,Holotech Studios,Holotech Studios,188,2015,14.99,Animation & ModelingFunnyVideo ProductionComedyMemesSimulationCuteSoftwareSingleplayerFamily FriendlyIndieFantasy3D Vision3DActionEarly AccessEpicNudityBeautifulUtilities,https://store.steampowered.com/app/274920/FaceRig/?snr=1_7_7_230_150_13
Muse Dash - Just as planned,"Single-player,Downloadable Content,Steam Cloud",585 96,PeroPeroGames,X.D. Network Inc.,171,2019,29.99,CasualActionIndieRhythmAnimeMusicNuditySexual ContentCute,https://store.steampowered.com/app/1055810/Muse_Dash__Just_as_planned/?snr=1_7_7_230_150_13
Universe Sandbox,"Single-player,Steam Workshop",9767 95,Giant Army,Giant Army,236,2015,29.99,SandboxSpaceSimulationPhysicsScienceDestructionEducationRealisticGod GameEarly AccessSingleplayerIndieOpen WorldCasualVRAtmosphericSci-fiGreat SoundtrackExplorationAdventure,https://store.steampowered.com/app/230290/Universe_Sandbox/?snr=1_7_7_230_150_13
The Jackbox Party Pack 5,"Single-player,Shared/Split Screen PvP,Shared/Split Screen Co-op,Steam Cloud",776 91,Jackbox Games,Jackbox Games,290,2018,Check store page,CasualLocal MultiplayerTriviaComedyFunnyMultiplayerParty GamePartyBoard GameStrategy4 Player LocalCo-opLocal Co-Op,https://store.steampowered.com/app/774461/The_Jackbox_Party_Pack_5/?snr=1_7_7_230_150_13
GreedFall,"Single-player,Steam Cloud",9070 79,Spiders,Focus Home Interactive,252,2019,49.99,RPGCharacter CustomizationOpen WorldSingleplayerChoices MatterStory RichThird PersonAdventureFantasySexual ContentMatureActionNudityAction-AdventureAction RPGFemale ProtagonistAtmosphericMagicRomanceCo-op,https://store.steampowered.com/app/606880/GreedFall/?snr=1_7_7_230_150_13
Metro 2033 Redux,"Single-player,Steam Cloud",41158 85,4A Games,Deep Silver,237,2014,19.99,Post-apocalypticFPSAtmosphericActionStory RichSingleplayerHorrorFirst-PersonShooterStealthSurvival HorrorBased On A NovelAdventureSurvivalRemakeMatureGoreMultiplayerClassicOpen World,https://store.steampowered.com/app/286690/Metro_2033_Redux/?snr=1_7_7_230_150_13
Kenshi,"Single-player,Steam Workshop,Includes level editor",31175 93,Lo-Fi Games,Lo-Fi Games,340,2018,29.99,Open WorldSandboxRPGSurvivalStrategyBuildingPost-apocalypticCraftingSingleplayerCity BuilderBase BuildingIndieSimulationManagementAdventureRTSNinjaSteampunkAlternate HistoryEarly Access,https://store.steampowered.com/app/233860/Kenshi/?snr=1_7_7_230_150_13
Barotrauma,"Single-player,Online PvP,Online Co-op,Steam Workshop,Steam Cloud,Includes level editor",5514 89,"FakeFish, Undertow Games",Daedalic Entertainment,156,2019,29.99,MultiplayerSurvivalCo-opSimulationSubmarineSci-fiActionStrategy2DUnderwaterEarly AccessSurvival HorrorModdableManagementGoreViolentDifficultSingleplayerHorrorNaval,https://store.steampowered.com/app/602960/Barotrauma/?snr=1_7_7_230_150_13
Batman™: Arkham Knight,"Single-player,Steam Cloud,Steam Leaderboards",34361 84,Rocksteady Studios,Warner Bros. Interactive Entertainment,174,2015,19.99,ActionOpen WorldSuperheroStealthAdventureThird PersonSingleplayerDetectiveFightingAtmosphericStory RichDarkComic BookBeat 'em upPuzzleMatureStrategySandboxHorrorEpic,https://store.steampowered.com/app/208650/Batman_Arkham_Knight/?snr=1_7_7_230_150_13
House Party,Single-player,6940 87,Eek! Games,Eek! Games,181,2017,24.99,Sexual ContentNudityMatureNSFWDating SimSimulationFirst-PersonEarly AccessSingleplayerAdventureIndieChoices MatterCasualFunnyStory RichSandboxComedyMemesRPGPuzzle,https://store.steampowered.com/app/611790/House_Party/?snr=1_7_7_230_150_13
Kerbal Space Program,"Single-player,Steam Workshop,Steam Cloud",64946 93,Squad,Private Division ,117,2015,9.99,SpaceSimulationSandboxPhysicsScienceSpace SimBuildingModdableIndieEducationOpen WorldSingleplayerExplorationFunnySci-fiAdventureDifficultReplay ValueStrategyComedy,https://store.steampowered.com/app/220200/Kerbal_Space_Program/?snr=1_7_7_230_150_13
BioShock Infinite,"Single-player,Steam Cloud",74785 95,"Irrational Games, Virtual Programming",2K,84,2013,Check store page,FPSStory RichActionSingleplayerSteampunkAtmosphericShooterFirst-PersonAlternate HistoryBeautifulAdventureGreat SoundtrackDystopian Sci-fiTime TravelFantasyGoreLinearRPGImmersive,https://store.steampowered.com/app/8870/BioShock_Infinite/?snr=1_7_7_230_150_13
Zero Caliber VR,"Single-player,Online Co-op,Steam Cloud",1907 83,XREAL Games,XREAL Games,313,2018,24.99,ActionVRSimulationFPSShooterIndieCasualViolentMultiplayerEarly AccessFirst-PersonMatureSingleplayerMilitaryCo-opWarGun Customization,https://store.steampowered.com/app/877200/Zero_Caliber_VR/?snr=1_7_7_230_150_13
Assetto Corsa Competizione,"Single-player,Online PvP",7524 88,Kunos Simulazioni,505 Games,149,2019,39.99,RacingAutomobile SimSimulationDrivingVRSportsMultiplayerRealisticEarly AccessSingleplayereSportsOpen World,https://store.steampowered.com/app/805550/Assetto_Corsa_Competizione/?snr=1_7_7_230_150_13
Gang Beasts,"Online PvP,Shared/Split Screen PvP",20332 74,"Boneloaf, Coatsink",Boneloaf,346,2017,19.99,FunnyMultiplayerFightingLocal MultiplayerComedyPhysicsActionCo-op4 Player LocalBeat 'em upIndieColorfulThird PersonCasualEarly AccessAdventureSingleplayerSandboxSimulationGreat Soundtrack,https://store.steampowered.com/app/285900/Gang_Beasts/?snr=1_7_7_230_150_13
